gene_symbol	missing_fields	route	safety_gate	recommended_action
GRK6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRK7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRM3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRM4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRM5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRM6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRM7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRM8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRPEL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRPEL2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRPR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRSF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRTP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GRWD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GS52	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSAP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSC2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSDMA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSDMB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSDMC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSDMD	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSDME	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSE1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSEC	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSG1L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSG2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSK3A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSK3B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSK3B-DT	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSKIP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSN-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSPT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSPT2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSR	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSS	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTA3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTA4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTA5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTCD	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTM2P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTM3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTM4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTM5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTO1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTO2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTO3P	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTT2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTT2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSTZ1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSX1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GSX2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTDC1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2A1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2A1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2A2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2E1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2E2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2F1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2F2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2H1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2H2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2H2C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2H3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2H4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2H5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2I	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2I-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2IP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2IP12	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2IP14	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2IP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2IP5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2IRD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2IRD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF2IRD2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3C1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3C2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3C2-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3C2-AS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3C3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3C4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3C5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTF3C6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTPBP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTPBP10	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTPBP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTPBP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTPBP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTPBP6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTPBP8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTSCR1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTSE1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTSF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GTSF1L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCA1A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCA1B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCA1C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCA2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCA2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY1A1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY1A2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY1A3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY1B1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY1B2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY1B3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY2C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY2D	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUCY2F	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GULP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUSB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUSBP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUSBP11	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUSBP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUSBP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUSBP5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GUSBP9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GVINP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
GVINP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
